Customer Name,Pricelist,FD/FILLIN,ARYO PCR,ARYO ST - GS,ARYO-TBR,ARYO - OTHER,ARS PCR,ARS ST - GS,ARS-TBR,SAFFIRO ST - COFO,ARS ST - COFO,TBR - OTHER,ST - OTHER,LCR,MB,LOC_CODE,SEND_TO,CC_S,BCC_S,NAME,HIDE_PRICING,CAPPED
FLYNNSTIRE,FLYNNSTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,VLK,jcasey@flynnstire.com;kmiller@flynnstire.com;mneely@flynnstire.com,jhernandez@wtdus.com;Fillinorders@wtdus.com;Louise@wtdus.com;cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
K_CHUCKWAIT,K_CHUCKWAIT,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,chuckwaittire@yahoo.com,tony@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,Chuck,N,Y
VICTORSTIRES,VICTORSTIRES,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,V,victor@victorstires.net,camille@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;CBudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
CLARKTIREWHOLESALE,CLARKTIREWHOLESALE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,VLK,,wtd@wtdus.com;jhernandez@wtdus.com;Fillinorders@wtdus.com;Louise@wtdus.com;cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
DELTATIRE,DELTATIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,VLK,,wtd@wtdus.com;jhernandez@wtdus.com;Fillinorders@wtdus.com;Louise@wtdus.com;cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
MESILLAVALLEY,MESILLAVALLEY,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,VLK,,jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
TIRECITY,TIRECITY,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,V,dyercaraudio@yahoo.com,Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
BESTONE,BESTONE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,jstaples@bestone.tires,wtd@wtdus.com;Louise@wtdus.com;jhernandez@wtdus.com;fillinorders@wtdus.com;CBudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
D_LATIRE,D_LATIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,latandc@yahoo.com,jhernandez@wtdus.com;Fillinorders@wtdus.com;Louise@wtdus.com;cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,Marcos,N,Y
DAYTONTIRE,DAYTONTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,,Fillinorders@wtdus.com;Louise@wtdus.com;cbudiongan@wtdus.com;Fillinorders@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
DELTAWHOLESALE,DELTAWHOLESALE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,,wtd@wtdus.com;jhernandez@wtdus.com;Fillinorders@wtdus.com;Louise@wtdus.com;cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
DEPINOSTIRESERVICEINC,DEPINOSTIRESERVICEINC,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,,wtd@wtdus.com;zak@wtdus.com;martin.davis@wtdus.com;jhernandez@wtdus.com;Fillinorders@wtdus.com;Louise@wtdus.com;cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
E_LOONEYS,E_LOONEYS,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,,,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
EPEORIA,EPEORIA,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,wtd@wtdus.com,jhernandez@wtdus.com;Fillinorders@wtdus.com;Louise@wtdus.com;cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
F_FIRSTCHANCE,F_FIRSTCHANCE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,rj@creativewholesale.net,zak@wtdus.com;martin.davis@wtdus.com;ted@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,Robert,N,Y
GEMCITY,GEMCITY,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,jlecklider@gemcitytire.com,wtd@wtdus.com;jhernandez@wtdus.com;Fillinorders@wtdus.com;Louise@wtdus.com;cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
GRISMERTIRE,GRISMERTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,,,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
HOTWHEELCITY,HOTWHEELCITY,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,,Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
JOESTIRE,JOESTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,parts@joestire.com;jake@joestire.com,Arsen@avatco.com;ted@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,Jake & Vern,N,Y
L_MARTIN,L_MARTIN,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,David.Martin@sun.auto,camille@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,David,N,Y
SOUTHERNTIREANDWHEEL,SOUTHERNTIREANDWHEEL,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,hammondmiller@southerntireandwheel.com;jerryjr@southerntireandwheel.com;jerrysr@southerntireandwheel.com,wtd@wtdus.com;zak@wtdus.com;martin.davis@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
TIRECLUBTX,TIRECLUBTX,FILL IN,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,V,,,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
TIREDEPOT,TIREDEPOT,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,SAMI.TFL@live.com;Sales@tiredepotco.com,arsen@avatco.com;ted@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
TOMFOUTS,TOMFOUTS,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,alex@tonystiresonline.com,wtd@wtdus.com;ted@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
VANSTIRE,VANSTIRE,FILL IN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLK,joshua@vanstirepros.com;joep@vanstirepros.com,arsen@avatco.com;Louise@wtdus.com;fillinorders@wtdus.com;CBudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
WHEELCITYWHOLESALERS,WHEELCITYWHOLESALERS,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,whlcity@msn.com,wtd@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;CBudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
YOUNGDISTCO,YOUNGDISTCO,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,sales@youngsdist.com,wtd@wtdus.com;zak@wtdus.com;martin.davis@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;cbudiongan@wtdus.com;fillinorders@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
KALTIRE,KALTIRE,FILL IN,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,VLK,,Arsen@avatco.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
BAUERBUILT,BAUERBUILT,FILL IN,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,VLK,jland@bauerbuilt.com,wtd@wtdus.com;zak@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;CBudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
ALMATIRES,ALMATIRES,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,VLK,,wtd@wtdus.com;zak@wtdus.com;martin.davis@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;CBudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
BEACONTIRE,BEACONTIRE,FILL IN,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLK,erik.dickerson@beacontire.com;david@beacontire.com,wtd@wtdus.com;Louise@wtdus.com;zak@wtdus.com;fillinorders@wtdus.com;CBudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
FREMONTTIRES,FREMONTTIRES,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,charliem.fremonttire@gmail.com,wtd@wtdus.com;jhernandez@wtdus.com;Fillinorders@wtdus.com;Louise@wtdus.com;cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
IMPORTEXPORTTIRE,IMPORTEXPORTTIRE,FD,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLK,terry@ietires.com;ar@ietires.com;george@blackandroundconsulting.com,tony@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,Terry; Cassady & George,N,Y
INDYTIRE,INDYTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,,wtd@wtdus.com;jhernandez@wtdus.com;Fillinorders@wtdus.com;Louise@wtdus.com;cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
KTCAUDIO,KTCAUDIO,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,ktcaudio@gmail.com;ktkhalik.aymen@gmail.com,jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,Ehssan,N,Y
LINDERTIRE,LINDERTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,,wtd@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
O_MAFTCO,O_MAFTCO,FD,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLK,sami.maftco@windstream.net,wtd@wtdus.com;camille@wtdus.com;steve.maftco@windstream.net;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
ROYALTIRE,ROYALTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,mpickens@royaltire.com,wtd@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
SALEMTIRE,SALEMTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,,wtd@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
TIRESOLUTIONS,TIRESOLUTIONS,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,,wtd@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
TOPNOTCHWHOLESALE,TOPNOTCHWHOLESALE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,,jhernandez@wtdus.com;louise@wtdus.com;vahe@wtdus.com;fillinorders@wtdus.com;CBudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
WONDERLANDTIRE,WONDERLANDTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,,,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
WHEELTIREWHOLESALEMO,WHEELTIREWHOLESALEMO,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,,wtd@wtdus.com;vahe@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;CBudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
UNIVERSALTRUCK,UNIVERSALTRUCK,FILL IN,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,VLK,,wtd@wtdus.com;Louise@wtdus.com;jhernandez@wtdus.com;fillinorders@wtdus.com;CBudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
DAKOTAWHOLESALE,DAKOTAWHOLESALE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,VLK,,wtd@wtdus.com;jhernandez@wtdus.com;Fillinorders@wtdus.com;Louise@wtdus.com;cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
ALEXSTIREINC,ALEXSTIREINC,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,V,alextires@msn.com,camille@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,Alex & Nora,N,Y
OKTIRE,OKTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,,wtd@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
RANDRTIRE,RANDRTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,,,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
SOUTHSIDE,SOUTHSIDE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,thusnick@southsidetire.com,wtd@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
TIRECLUBAZ,TIRECLUBAZ,FILL IN,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,V,,,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
ALLAMERICANFLEET,ALLAMERICANFLEET,FILL IN,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,VLK,,wtd@wtdus.com;zak@wtdus.com;martin.davis@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;CBudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
WICKELTIRE,WICKELTIRE,FILL IN,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,VLK,,,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
ELITETIREWHEEL,ELITETIREWHEEL,FD,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,V,,,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
MAMMOTHTIRE,MAMMOTHTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,VLK,,jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
BROADWAYTIREWHOLESALE,BROADWAYTIREWHOLESALE,FILL IN,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLK,jhallenbeck@broadwaytireRI.com,Fillinorders@wtdus.com;Louise@wtdus.com;cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,Jim,N,Y
ELCAMINOTIRE,ELCAMINOTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,,ted@wtdus.com;jhernandez@wtdus.com;Fillinorders@wtdus.com;Louise@wtdus.com;cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
TIRETOWN,TIRETOWN,FILL IN,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,,,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
MIDSOUTHTIREANDWHEEL,MIDSOUTHTIREANDWHEEL,FILL IN,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,martymitchell12@yahoo.com,vahe@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
TONYSTIRE,TONYSTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,,tony@wtdus.com;wtd@wtdus.com;ted@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
HootenTireCo,HootenTireCo,FILL IN,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,VLK,,,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
GonzalesTire,GonzalesTire,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,V,Gonzaleztires1550@gmail.com,wtd@wtdus.com;jhernandez@wtdus.com;Fillinorders@wtdus.com;Louise@wtdus.com;cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,Jose,N,Y
SingularTires,SingularTires,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,V,pmunozsingulartires@gmail.com,wtd@wtdus.com;lino@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
ETCZ1 (NO CAP),ETCZ1,FILL IN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,V,fillinorders@wtdus.com;Louise@wtdus.com;Cbudiongan@wtdus.com;jmccullough@wtdus.com;john.macmullin@wtdus.com,,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,N
ETCZ1,ETCZ1,FILL IN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,V,fillinorders@wtdus.com;Louise@wtdus.com;Cbudiongan@wtdus.com;jmccullough@wtdus.com;john.macmullin@wtdus.com,,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
ETCZ2 (NO CAP),ETCZ2,FILL IN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLK,fillinorders@wtdus.com;Louise@wtdus.com;Cbudiongan@wtdus.com;jmccullough@wtdus.com;john.macmullin@wtdus.com,,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,N
ETCZ2,ETCZ2,FILL IN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLK,fillinorders@wtdus.com;Louise@wtdus.com;Cbudiongan@wtdus.com;jmccullough@wtdus.com;john.macmullin@wtdus.com,,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
ETCZ3 (NO CAP),ETCZ3,FILL IN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLK,fillinorders@wtdus.com;Louise@wtdus.com;Cbudiongan@wtdus.com;john.macmullin@wtdus.com,,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,N
ETCZ3,ETCZ3,FILL IN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLK,fillinorders@wtdus.com;Louise@wtdus.com;Cbudiongan@wtdus.com;john.macmullin@wtdus.com,,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
ETCZ4 (NO CAP),ETCZ4,FILL IN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLK,fillinorders@wtdus.com;Louise@wtdus.com;Cbudiongan@wtdus.com;john.macmullin@wtdus.com,,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,N
ETCZ4,ETCZ4,FILL IN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLK,fillinorders@wtdus.com;Louise@wtdus.com;Cbudiongan@wtdus.com;john.macmullin@wtdus.com,,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
ETCZ5 (NO CAP),ETCZ5,FILL IN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLK,fillinorders@wtdus.com;Louise@wtdus.com;Cbudiongan@wtdus.com;john.macmullin@wtdus.com,,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,N
ETCZ5,ETCZ5,FILL IN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLK,fillinorders@wtdus.com;Louise@wtdus.com;Cbudiongan@wtdus.com;john.macmullin@wtdus.com,,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
ETCZ6 (NO CAP),ETCZ6,FILL IN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLK,,,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,N
ETCZ6,ETCZ6,FILL IN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLK,,,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
PLAZATIRE,PLAZATIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,,,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
NINETYNINETIRES,NINETYNINETIRES,FILL IN,N,N,N,N,Y,N,Y,N,N,N,N,N,N,VLK,lkretz@wtdus.com,njobero@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
PERFORMANCEPLUS,PERFORMANCEPLUS,FILL IN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLK,dfeldman@performanceplustire.com,njobero@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,,,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
P_NUMAN,P_NUMAN,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,V,salehnsaleh@gmail.com,wtd@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
OCTAGONTIRE,OCTAGONTIRE,FILL IN,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,VLK,,Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
NORTHWESTTIRE,NORTHWESTTIRE,FILL IN,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,VLK,,wtd@wtdus.com;zak@wtdus.com;martin.davis@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
MASSWHOLESALETIRE,MASSWHOLESALETIRE,FILL IN,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,VLK,bostontire@gmail.com,ted@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
HORNSBYTIRE2,HORNSBYTIRE,FILL IN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLK,,,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
HORNSBYTIRE,HORNSBYTIRE,FILL IN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLK,kade@hornsbytire.com;ashley@hornsbytire.com,vahe@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,Kade & Ashley,N,Y
EASTCOASTNC,EASTCOASTNC,FILL IN,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLK,bthomas@eastcoasttires.com;jlucas@eastcoasttires.com,vahe@wtdus.com;Fillinorders@wtdus.com;Louise@wtdus.com;cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,Bryan and Jo,N,Y
OTRUSA,OTRUSA,FILL IN,N,N,Y,N,Y,N,Y,N,N,Y,N,N,N,VLK,brian@otrusa.com,wtd@wtdus.com;ted@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
WestsideWholesaleTire,WestsideWholesaleTire,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,SHAWNL@WESTSIDETIRE.NET,zak@wtdus.com;cbudiongan@wtdus.com;louise@wtdus.com;fillinorders@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
