Customer Name,Pricelist,FD/FILLIN,ARYO PCR,ARYO ST - GS,ARYO-TBR,ARYO - OTHER,ARS PCR,ARS ST - GS,ARS-TBR,SAFFIRO ST - COFO,ARS ST - COFO,TBR - OTHER,ST - OTHER,LCR,MB,LOC_CODE,SEND_TO,CC_S,BCC_S,NAME,HIDE_PRICING,CAPPED
ROYALTIRE,ROYALTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
RPMTIRE,RPMTIRE,FILL IN,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
RUDOLPHTIRE,RUDOLPHTIRE,FD,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
SALEMTIRE,SALEMTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
SAPPBROS,SAPPBROS,FILL IN,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
SCHNEIDER,SCHNEIDERTIRE,FILL IN,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
SingularTires,SingularTires,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,V,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
SOUTHERNTIREANDWHEEL,SOUTHERNTIREANDWHEEL,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
SOUTHSIDE,SOUTHSIDE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
STANDARDTIREWHOLESALE,STANDARDTIREWHOLESALE,FILL IN,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
STEELCITYTIRE,STEELCITYTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
STEVESHANNONTIRE,STEVESHANNONTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,V,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
TEXTIRES,TEXTIRES,FILL IN,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
TIREANDWHEELCONNECTION,TIREANDWHEELCONNECTION,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
TIRECITY,TIRECITY,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,V,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
TIRECLUB,TIRECLUB,FILL IN,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,V,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
TIRECLUBAZ,TIRECLUBAZ,FILL IN,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,V,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
TIRECLUBTX,TIRECLUBTX,FILL IN,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,V,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
TIREDEPOT,TIREDEPOT,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
TIREDISCOUNTERS,TIREDISCOUNTERS,FILL IN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
TIREDISTRIBUTORSOFMACONGA,TIREDISTRIBUTORSOFMACONGA,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
TIREPARTNERSTXAPOPKA,TIRE PARTNERS TX - APOPKA,FD,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,A,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
TIREPARTNERSTXWINCHESTER,TIRE PARTNERS TX - WINCHESTER,FD,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,T,vjdelrosario@avatco.com;louise@wtdus.com,vjdelrosario@avatco.com,,,N,Y
TIRESDIRECTIDAHO,TIRESDIRECTIDAHO,FILL IN,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
TIRESDIRECTKENT,TIRESDIRECTKENT,FILL IN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
TIRESOLUTIONS,TIRESOLUTIONS,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
TIRETOWN,TIRETOWN,FILL IN,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
TIREWHEELMASTER,TIREWHEELMASTER,FILL IN,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,V,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
TOMFOUTS,TOMFOUTS,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
TONYSTIRE,TONYSTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
TOPNOTCHWHOLESALE,TOPNOTCHWHOLESALE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
TRACTIONTIRE,TRACTIONTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
TSI,TSI,FILL IN,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
TwinValleyTire,TwinValleyTire,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
UNITEDTIREANDWHEEL,UNITEDTIREANDWHEEL,FILL IN,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
UNIVERSALTRUCK,UNIVERSALTRUCK,FILL IN,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
VANSTIRE,VANSTIRE,FILL IN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
VICTORSTIRES,VICTORSTIRES,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,V,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
WALDORFTIRE,WALDORFTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
WAUKEGANTIRE,WAUKEGANTIRE,FILL IN,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
WestsideWholesaleTire,WestsideWholesaleTire,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
WHEELANDTIRESOURCE,WHEELANDTIRESOURCE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
WHEELCITYWHOLESALERS,WHEELCITYWHOLESALERS,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
WHEELMARTNY,WHEELMARTNY,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
WHEELTIREWHOLESALEMO,WHEELTIREWHOLESALEMO,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
WHEELWORLDOREGON,WHEELWORLDOREGON,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
WHOLESALENTE,WHOLESALENTE,FD,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,V,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
WHOLESALETIREANDWHEELDISTRIBUTORS,WHOLESALETIREANDWHEELDISTRIBUTORS,FILL IN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,V,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
WHOLESALEWHEELANDTIRE,WHOLESALEWHEELANDTIRE,FD,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
WICKELTIRE,WICKELTIRE,FILL IN,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
WONDERLANDTIRE,WONDERLANDTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
YOUNGDISTCO,YOUNGDISTCO,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
ZURCHERTIRE,ZURCHERTIRE,FILL IN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
